枠,実戦採用順位,単体貢献順位,キャラID,名前,コスト,HP,Power,スキルターン,スキル種類,機会勝率差,安定補正後差,同一4枠差し替え勝率差,差し替え安定補正後差,候補勝率,代替勝率,候補デッキ,代替デッキ,同一4枠差し替えデッキ,評価状態
1,267,268,em-ad0fa41f1980,輝け！叡智通,12,1102,1300,4,attack_buff,-0.1042,-0.1621,-0.0972,-0.1404,0.7778,0.8819,輝け！叡智通 / カルボ姉（ねえ） / 牛タソ☆行進曲 / グラン・プラスの魔女 / いーびルン,製鉄所★澤先輩 / カルボ姉（ねえ） / 漆黒及び純白のポワン / ちび丸のハロウィン / 巨大カンテツ,ウルルさんは役者やで / カルボ姉（ねえ） / 牛タソ☆行進曲 / グラン・プラスの魔女 / いーびルン,complete
1,268,269,em-b09b44b6b259,くだにょん,13,1128,1269,4,attack_buff,-0.1042,-0.1621,-0.0972,-0.1404,0.7778,0.8819,くだにょん / カルボ姉（ねえ） / 牛タソ☆行進曲 / グラン・プラスの魔女 / いーびルン,製鉄所★澤先輩 / カルボ姉（ねえ） / 漆黒及び純白のポワン / ちび丸のハロウィン / 巨大カンテツ,ウルルさんは役者やで / カルボ姉（ねえ） / 牛タソ☆行進曲 / グラン・プラスの魔女 / いーびルン,complete
1,269,266,em-3e1bbfb34a76,芳一大師匠,14,1128,1269,4,revive,-0.1042,-0.1621,-0.0972,-0.1404,0.7778,0.8819,芳一大師匠 / カルボ姉（ねえ） / 牛タソ☆行進曲 / グラン・プラスの魔女 / いーびルン,製鉄所★澤先輩 / カルボ姉（ねえ） / 漆黒及び純白のポワン / ちび丸のハロウィン / 巨大カンテツ,ウルルさんは役者やで / カルボ姉（ねえ） / 牛タソ☆行進曲 / グラン・プラスの魔女 / いーびルン,complete
1,270,264,em-fa48dd1cff0a,祭りだ浅ちゃん！,7,800,1603,4,attack_buff,-0.1042,-0.1621,-0.0972,-0.1404,0.7778,0.8819,祭りだ浅ちゃん！ / カルボ姉（ねえ） / 牛タソ☆行進曲 / グラン・プラスの魔女 / いーびルン,製鉄所★澤先輩 / カルボ姉（ねえ） / 漆黒及び純白のポワン / ちび丸のハロウィン / 巨大カンテツ,ウルルさんは役者やで / カルボ姉（ねえ） / 牛タソ☆行進曲 / グラン・プラスの魔女 / いーびルン,complete
1,271,274,em-832edc9513ca,Ｈ・Ｆ・ウーマン,45,6305,3748,4,guard,-0.0972,-0.1504,-0.0833,-0.1413,0.7847,0.8819,Ｈ・Ｆ・ウーマン / 乗っとるダム制度君 / 漆黒及び純白のポワン / 月見だよ！叡智州利偉 / ハトラちゃん,製鉄所★澤先輩 / カルボ姉（ねえ） / 漆黒及び純白のポワン / ちび丸のハロウィン / 巨大カンテツ,大抵カールのせい / 乗っとるダム制度君 / 漆黒及び純白のポワン / 月見だよ！叡智州利偉 / ハトラちゃん,complete
1,272,273,em-28604c08091f,純白のアンナ大先輩,51,6305,3748,5,aoe_attack,-0.0972,-0.1504,-0.0833,-0.1413,0.7847,0.8819,純白のアンナ大先輩 / 乗っとるダム制度君 / 漆黒及び純白のポワン / 月見だよ！叡智州利偉 / ハトラちゃん,製鉄所★澤先輩 / カルボ姉（ねえ） / 漆黒及び純白のポワン / ちび丸のハロウィン / 巨大カンテツ,大抵カールのせい / 乗っとるダム制度君 / 漆黒及び純白のポワン / 月見だよ！叡智州利偉 / ハトラちゃん,complete
1,273,271,em-942c8f8de44d,エンゼルちゃん,22,1772,2590,3,heal,-0.1875,-0.2526,-0.0833,-0.1413,0.6944,0.8819,エンゼルちゃん / カルボ姉（ねえ） / パプアさん / 漆黒及び純白のポワン / おこしんMK-2,製鉄所★澤先輩 / カルボ姉（ねえ） / 漆黒及び純白のポワン / ちび丸のハロウィン / 巨大カンテツ,いろはの曙ちゃん / カルボ姉（ねえ） / パプアさん / 漆黒及び純白のポワン / おこしんMK-2,complete
1,274,272,em-87a6c85241fe,蝶々ペッパーくん,30,1482,1781,2,delay,-0.3681,-0.4313,-0.0833,-0.1413,0.5139,0.8819,蝶々ペッパーくん / 地獄雀！阿蘇さん / あっぴーの外出 / むぅむぅ / おこしんMK-2,製鉄所★澤先輩 / カルボ姉（ねえ） / 漆黒及び純白のポワン / ちび丸のハロウィン / 巨大カンテツ,摩陀羅　潮真 / 地獄雀！阿蘇さん / あっぴーの外出 / むぅむぅ / おこしんMK-2,partial-skill-support
1,275,275,em-480a0eef6d7b,ピカリャー射的ｽﾀｲﾙ,45,3786,3786,2,aoe_attack,-0.1042,-0.1661,-0.0903,-0.1414,0.7778,0.8819,ピカリャー射的ｽﾀｲﾙ / 乗っとるダム制度君 / 漆黒及び純白のポワン / あっぴーの外出 / ネオけいび,製鉄所★澤先輩 / カルボ姉（ねえ） / 漆黒及び純白のポワン / ちび丸のハロウィン / 巨大カンテツ,大抵カールのせい / 乗っとるダム制度君 / 漆黒及び純白のポワン / あっぴーの外出 / ネオけいび,complete
1,276,276,em-aae4f48cb489,もん親方,28,3748,3748,2,attribute_guard,-0.1597,-0.2253,-0.0903,-0.1414,0.7222,0.8819,もん親方 / カルボ姉（ねえ） / 傾国の二条嬢 / 漆黒及び純白のポワン / 巨大カンテツ,製鉄所★澤先輩 / カルボ姉（ねえ） / 漆黒及び純白のポワン / ちび丸のハロウィン / 巨大カンテツ,オロモ君は欝気味 / カルボ姉（ねえ） / 傾国の二条嬢 / 漆黒及び純白のポワン / 巨大カンテツ,complete
1,277,279,em-cbed7e550323,ちわっしータミ,12,2249,1376,3,heal,-0.1042,-0.1648,-0.0972,-0.1422,0.7778,0.8819,ちわっしータミ / カルボ姉（ねえ） / 牛タソ☆行進曲 / グラン・プラスの魔女 / いーびルン,製鉄所★澤先輩 / カルボ姉（ねえ） / 漆黒及び純白のポワン / ちび丸のハロウィン / 巨大カンテツ,ウルルさんは役者やで / カルボ姉（ねえ） / 牛タソ☆行進曲 / グラン・プラスの魔女 / いーびルン,complete
1,278,277,em-4f0b20692fd7,コンドアーズ,17,273,2120,3,attack_buff,-0.1667,-0.2247,-0.0972,-0.1422,0.7153,0.8819,コンドアーズ / カルボ姉（ねえ） / あっぴーの外出 / グラン・プラスの魔女 / 夜魔・マヤー,製鉄所★澤先輩 / カルボ姉（ねえ） / 漆黒及び純白のポワン / ちび丸のハロウィン / 巨大カンテツ,地獄雀！阿蘇さん / カルボ姉（ねえ） / あっぴーの外出 / グラン・プラスの魔女 / 夜魔・マヤー,complete
1,279,278,em-d6397e37a32d,三山くまのたん,17,500,1900,3,attack_buff,-0.1667,-0.2247,-0.0972,-0.1422,0.7153,0.8819,三山くまのたん / カルボ姉（ねえ） / あっぴーの外出 / グラン・プラスの魔女 / 夜魔・マヤー,製鉄所★澤先輩 / カルボ姉（ねえ） / 漆黒及び純白のポワン / ちび丸のハロウィン / 巨大カンテツ,地獄雀！阿蘇さん / カルボ姉（ねえ） / あっぴーの外出 / グラン・プラスの魔女 / 夜魔・マヤー,complete
1,280,280,em-ccfeb40e6439,更にThe★Youなリバ子,50,1509,5770,0,heal,-0.2569,-0.3135,-0.0833,-0.1427,0.625,0.8819,更にThe★Youなリバ子 / カルボ姉（ねえ） / ヤル気勢！うっす様 / 夜魔・マヤー / おこしんMK-2,製鉄所★澤先輩 / カルボ姉（ねえ） / 漆黒及び純白のポワン / ちび丸のハロウィン / 巨大カンテツ,大抵カールのせい / カルボ姉（ねえ） / ヤル気勢！うっす様 / 夜魔・マヤー / おこしんMK-2,complete
1,281,281,em-4fddbba71de4,大熊びぐべん,9,600,700,2,attack_buff,-0.1042,-0.1621,-0.0972,-0.144,0.7778,0.8819,大熊びぐべん / カルボ姉（ねえ） / 牛タソ☆行進曲 / グラン・プラスの魔女 / いーびルン,製鉄所★澤先輩 / カルボ姉（ねえ） / 漆黒及び純白のポワン / ちび丸のハロウィン / 巨大カンテツ,ウルルさんは役者やで / カルボ姉（ねえ） / 牛タソ☆行進曲 / グラン・プラスの魔女 / いーびルン,complete
1,282,283,em-59482d256e11,大森銀佐摩,15,2679,352,2,damage_reduction,-0.1042,-0.1635,-0.0903,-0.1445,0.7778,0.8819,大森銀佐摩 / カルボ姉（ねえ） / 偉人さんトーマスん / グラン・プラスの魔女 / いーびルン,製鉄所★澤先輩 / カルボ姉（ねえ） / 漆黒及び純白のポワン / ちび丸のハロウィン / 巨大カンテツ,コロちゃん / カルボ姉（ねえ） / 偉人さんトーマスん / グラン・プラスの魔女 / いーびルン,complete
1,283,282,em-32f5c4968406,正月カナちゃん。,66,5282,5282,6,revive,-0.3333,-0.4049,-0.0903,-0.1445,0.5486,0.8819,正月カナちゃん。 / ペーチパイセン / デンマーくん三世 / 夜魔・マヤー / 唸る！叡智通,製鉄所★澤先輩 / カルボ姉（ねえ） / 漆黒及び純白のポワン / ちび丸のハロウィン / 巨大カンテツ,大抵カールのせい / ペーチパイセン / デンマーくん三世 / 夜魔・マヤー / 唸る！叡智通,complete
1,284,284,em-955edfecd83b,天晴！ぶんぶくん,22,1883,1162,4,revive,-0.1944,-0.2572,-0.0764,-0.1453,0.6875,0.8819,天晴！ぶんぶくん / ペーチパイセン / ご入学ぴよ子 / グラン・プラスの魔女 / いーびルン,製鉄所★澤先輩 / カルボ姉（ねえ） / 漆黒及び純白のポワン / ちび丸のハロウィン / 巨大カンテツ,摩陀羅　潮真 / ペーチパイセン / ご入学ぴよ子 / グラン・プラスの魔女 / いーびルン,complete
1,285,285,em-188f3b3f954c,凄ェたっくん,8,636,1767,5,attack_buff,-0.1111,-0.1721,-0.1042,-0.146,0.7708,0.8819,凄ェたっくん / カルボ姉（ねえ） / 牛タソ☆行進曲 / グラン・プラスの魔女 / いーびルン,製鉄所★澤先輩 / カルボ姉（ねえ） / 漆黒及び純白のポワン / ちび丸のハロウィン / 巨大カンテツ,ウルルさんは役者やで / カルボ姉（ねえ） / 牛タソ☆行進曲 / グラン・プラスの魔女 / いーびルン,complete
1,286,288,em-ce4a4d623424,ケンＺＯ４号,8,502,1901,5,attack_buff,-0.1111,-0.1721,-0.1042,-0.146,0.7708,0.8819,ケンＺＯ４号 / カルボ姉（ねえ） / 牛タソ☆行進曲 / グラン・プラスの魔女 / いーびルン,製鉄所★澤先輩 / カルボ姉（ねえ） / 漆黒及び純白のポワン / ちび丸のハロウィン / 巨大カンテツ,ウルルさんは役者やで / カルボ姉（ねえ） / 牛タソ☆行進曲 / グラン・プラスの魔女 / いーびルン,complete
1,287,286,em-2f1780cfd053,どーよ様,15,500,1900,5,attack_buff,-0.1111,-0.1721,-0.1042,-0.146,0.7708,0.8819,どーよ様 / カルボ姉（ねえ） / 牛タソ☆行進曲 / グラン・プラスの魔女 / いーびルン,製鉄所★澤先輩 / カルボ姉（ねえ） / 漆黒及び純白のポワン / ちび丸のハロウィン / 巨大カンテツ,ウルルさんは役者やで / カルボ姉（ねえ） / 牛タソ☆行進曲 / グラン・プラスの魔女 / いーびルン,complete
1,288,287,em-635af81fa283,ＪＡＸＡイルＲ,15,688,1706,5,multi_hit_attack,-0.1111,-0.1721,-0.1042,-0.146,0.7708,0.8819,ＪＡＸＡイルＲ / カルボ姉（ねえ） / 牛タソ☆行進曲 / グラン・プラスの魔女 / いーびルン,製鉄所★澤先輩 / カルボ姉（ねえ） / 漆黒及び純白のポワン / ちび丸のハロウィン / 巨大カンテツ,ウルルさんは役者やで / カルボ姉（ねえ） / 牛タソ☆行進曲 / グラン・プラスの魔女 / いーびルン,complete
1,289,289,em-48a7e7dd243f,鮫男子・ニタりん,60,4601,7157,3,multi_hit_attack,-0.2569,-0.3239,-0.0833,-0.1466,0.625,0.8819,鮫男子・ニタりん / ペーチパイセン / ヤル気勢！うっす様 / 夜魔・マヤー / おこしんMK-2,製鉄所★澤先輩 / カルボ姉（ねえ） / 漆黒及び純白のポワン / ちび丸のハロウィン / 巨大カンテツ,アエネウスと弟くん / ペーチパイセン / ヤル気勢！うっす様 / 夜魔・マヤー / おこしんMK-2,complete
1,290,290,em-039b9996f6f0,おろろセット先輩,45,1363,5623,5,delay,-0.2778,-0.3434,-0.0833,-0.1466,0.6042,0.8819,おろろセット先輩 / カルボ姉（ねえ） / あっぴーの外出 / 夜魔・マヤー / おこしんMK-2,製鉄所★澤先輩 / カルボ姉（ねえ） / 漆黒及び純白のポワン / ちび丸のハロウィン / 巨大カンテツ,強飯式太子君 / カルボ姉（ねえ） / あっぴーの外出 / 夜魔・マヤー / おこしんMK-2,partial-skill-support
1,291,291,em-3dc0af65e330,ランたんちゃん,43,3425,5295,2,attribute_change,-0.2778,-0.3422,-0.0833,-0.1479,0.6042,0.8819,ランたんちゃん / カルボ姉（ねえ） / あっぴーの外出 / 夜魔・マヤー / おこしんMK-2,製鉄所★澤先輩 / カルボ姉（ねえ） / 漆黒及び純白のポワン / ちび丸のハロウィン / 巨大カンテツ,強飯式太子君 / カルボ姉（ねえ） / あっぴーの外出 / 夜魔・マヤー / おこしんMK-2,complete
1,292,294,em-e2c8365ae02e,ɔリバーくん,10,704,1689,3,attack_buff,-0.1111,-0.1708,-0.1042,-0.1479,0.7708,0.8819,ɔリバーくん / カルボ姉（ねえ） / 牛タソ☆行進曲 / グラン・プラスの魔女 / いーびルン,製鉄所★澤先輩 / カルボ姉（ねえ） / 漆黒及び純白のポワン / ちび丸のハロウィン / 巨大カンテツ,ウルルさんは役者やで / カルボ姉（ねえ） / 牛タソ☆行進曲 / グラン・プラスの魔女 / いーびルン,complete
1,293,292,em-53084d488de2,川越ザ・サード,15,666,1607,4,attack_buff,-0.1111,-0.1694,-0.1042,-0.1479,0.7708,0.8819,川越ザ・サード / カルボ姉（ねえ） / 牛タソ☆行進曲 / グラン・プラスの魔女 / いーびルン,製鉄所★澤先輩 / カルボ姉（ねえ） / 漆黒及び純白のポワン / ちび丸のハロウィン / 巨大カンテツ,ウルルさんは役者やで / カルボ姉（ねえ） / 牛タソ☆行進曲 / グラン・プラスの魔女 / いーびルン,complete
1,294,293,em-6df3fac7ad2e,ウナギーヌ社長,9,1833,775,2,heal,-0.1181,-0.1781,-0.1042,-0.1479,0.7639,0.8819,ウナギーヌ社長 / カルボ姉（ねえ） / 偉人さんトーマスん / グラン・プラスの魔女 / いーびルン,製鉄所★澤先輩 / カルボ姉（ねえ） / 漆黒及び純白のポワン / ちび丸のハロウィン / 巨大カンテツ,コロちゃん / カルボ姉（ねえ） / 偉人さんトーマスん / グラン・プラスの魔女 / いーびルン,complete
1,295,296,em-9b1b7dceab8e,ブダ山ペスト太郎,40,6305,2044,0,damage_reduction,-0.1042,-0.1531,-0.0903,-0.1487,0.7778,0.8819,ブダ山ペスト太郎 / 乗っとるダム制度君 / 漆黒及び純白のポワン / 月見だよ！叡智州利偉 / ハトラちゃん,製鉄所★澤先輩 / カルボ姉（ねえ） / 漆黒及び純白のポワン / ちび丸のハロウィン / 巨大カンテツ,大抵カールのせい / 乗っとるダム制度君 / 漆黒及び純白のポワン / 月見だよ！叡智州利偉 / ハトラちゃん,complete
1,296,295,em-9298dde558c4,超豹！ペパりんさん,30,2119,2545,2,delay,-0.375,-0.4392,-0.0903,-0.1487,0.5069,0.8819,超豹！ペパりんさん / 地獄雀！阿蘇さん / あっぴーの外出 / むぅむぅ / おこしんMK-2,製鉄所★澤先輩 / カルボ姉（ねえ） / 漆黒及び純白のポワン / ちび丸のハロウィン / 巨大カンテツ,摩陀羅　潮真 / 地獄雀！阿蘇さん / あっぴーの外出 / むぅむぅ / おこしんMK-2,partial-skill-support
1,297,297,em-251adb8af3dc,にくぁう餃子権現,30,1365,3638,4,attack_buff,-0.2708,-0.3365,-0.0972,-0.1489,0.6111,0.8819,にくぁう餃子権現 / カルボ姉（ねえ） / 七夕星人☆たたるんるん / ウサポワンちゃん / 夜魔・マヤー,製鉄所★澤先輩 / カルボ姉（ねえ） / 漆黒及び純白のポワン / ちび丸のハロウィン / 巨大カンテツ,ばけごろう / カルボ姉（ねえ） / 七夕星人☆たたるんるん / ウサポワンちゃん / 夜魔・マヤー,complete
1,298,298,em-039a051d72bb,伊万里の重畳,36,4260,3919,3,delay,-0.1389,-0.2085,-0.0833,-0.1491,0.7431,0.8819,伊万里の重畳 / カルボ姉（ねえ） / 漆黒及び純白のポワン / 大森銀さま / 巨大カンテツ,製鉄所★澤先輩 / カルボ姉（ねえ） / 漆黒及び純白のポワン / ちび丸のハロウィン / 巨大カンテツ,高野さん / カルボ姉（ねえ） / 漆黒及び純白のポワン / 大森銀さま / 巨大カンテツ,partial-skill-support
1,299,299,em-9ac3c0929f90,オコオコ,11,1704,1704,3,attack_buff,-0.1111,-0.1708,-0.1042,-0.1497,0.7708,0.8819,オコオコ / カルボ姉（ねえ） / 牛タソ☆行進曲 / グラン・プラスの魔女 / いーびルン,製鉄所★澤先輩 / カルボ姉（ねえ） / 漆黒及び純白のポワン / ちび丸のハロウィン / 巨大カンテツ,ウルルさんは役者やで / カルボ姉（ねえ） / 牛タソ☆行進曲 / グラン・プラスの魔女 / いーびルン,complete
1,300,300,em-d51ded51621f,華麗なる塚ジェンヌ,13,1684,1676,3,revive,-0.1111,-0.1708,-0.1042,-0.1497,0.7708,0.8819,華麗なる塚ジェンヌ / カルボ姉（ねえ） / 牛タソ☆行進曲 / グラン・プラスの魔女 / いーびルン,製鉄所★澤先輩 / カルボ姉（ねえ） / 漆黒及び純白のポワン / ちび丸のハロウィン / 巨大カンテツ,ウルルさんは役者やで / カルボ姉（ねえ） / 牛タソ☆行進曲 / グラン・プラスの魔女 / いーびルン,complete
1,301,301,em-cd7c55cabc32,ゴジュウゲリヲン,19,3020,1132,5,guard,-0.1736,-0.2318,-0.0972,-0.1504,0.7083,0.8819,ゴジュウゲリヲン / カルボ姉（ねえ） / あっぴーの外出 / グラン・プラスの魔女 / ネオけいび,製鉄所★澤先輩 / カルボ姉（ねえ） / 漆黒及び純白のポワン / ちび丸のハロウィン / 巨大カンテツ,シャーミーくん / カルボ姉（ねえ） / あっぴーの外出 / グラン・プラスの魔女 / ネオけいび,complete
1,302,302,em-45dad5139056,ベギン改・修道女,37,4565,4467,4,revive,-0.1944,-0.2572,-0.0903,-0.1514,0.6875,0.8819,ベギン改・修道女 / カルボ姉（ねえ） / 七夕星人☆たたるんるん / 大森銀さま / 巨大カンテツ,製鉄所★澤先輩 / カルボ姉（ねえ） / 漆黒及び純白のポワン / ちび丸のハロウィン / 巨大カンテツ,広報担当：アッシュ / カルボ姉（ねえ） / 七夕星人☆たたるんるん / 大森銀さま / 巨大カンテツ,complete
1,303,304,em-599b57f2e5c4,Halloweenの蘭子さん,37,2044,5964,5,revive,-0.2986,-0.3615,-0.0903,-0.1514,0.5833,0.8819,Halloweenの蘭子さん / カルボ姉（ねえ） / 七夕星人☆たたるんるん / 夜魔・マヤー / おこしんMK-2,製鉄所★澤先輩 / カルボ姉（ねえ） / 漆黒及び純白のポワン / ちび丸のハロウィン / 巨大カンテツ,日本一の桃たろす / カルボ姉（ねえ） / 七夕星人☆たたるんるん / 夜魔・マヤー / おこしんMK-2,complete
1,304,303,em-57768559e8b8,旋律！タコ幼女,39,1533,4601,5,heal,-0.2986,-0.3615,-0.0903,-0.1514,0.5833,0.8819,旋律！タコ幼女 / カルボ姉（ねえ） / 七夕星人☆たたるんるん / 夜魔・マヤー / おこしんMK-2,製鉄所★澤先輩 / カルボ姉（ねえ） / 漆黒及び純白のポワン / ちび丸のハロウィン / 巨大カンテツ,日本一の桃たろす / カルボ姉（ねえ） / 七夕星人☆たたるんるん / 夜魔・マヤー / おこしんMK-2,complete
1,305,305,em-9671099553c0,唸れ！阿蘇さん,12,1020,680,1,attribute_guard,-0.1111,-0.168,-0.1042,-0.1514,0.7708,0.8819,唸れ！阿蘇さん / カルボ姉（ねえ） / 牛タソ☆行進曲 / グラン・プラスの魔女 / いーびルン,製鉄所★澤先輩 / カルボ姉（ねえ） / 漆黒及び純白のポワン / ちび丸のハロウィン / 巨大カンテツ,ウルルさんは役者やで / カルボ姉（ねえ） / 牛タソ☆行進曲 / グラン・プラスの魔女 / いーびルン,complete
1,306,306,em-a818769b8b91,田島の春,44,1618,5112,2,multi_hit_attack,-0.2778,-0.3458,-0.0833,-0.1515,0.6042,0.8819,田島の春 / カルボ姉（ねえ） / あっぴーの外出 / 夜魔・マヤー / おこしんMK-2,製鉄所★澤先輩 / カルボ姉（ねえ） / 漆黒及び純白のポワン / ちび丸のハロウィン / 巨大カンテツ,強飯式太子君 / カルボ姉（ねえ） / あっぴーの外出 / 夜魔・マヤー / おこしんMK-2,complete
1,307,307,em-ae65fe2577b0,葉月ぴよ子,8,590,2110,6,attack_buff,-0.1181,-0.1794,-0.1111,-0.1516,0.7639,0.8819,葉月ぴよ子 / カルボ姉（ねえ） / 牛タソ☆行進曲 / グラン・プラスの魔女 / いーびルン,製鉄所★澤先輩 / カルボ姉（ねえ） / 漆黒及び純白のポワン / ちび丸のハロウィン / 巨大カンテツ,ウルルさんは役者やで / カルボ姉（ねえ） / 牛タソ☆行進曲 / グラン・プラスの魔女 / いーびルン,complete
1,308,308,em-2f152df51cdc,エトナさん,50,5673,1704,1,aoe_attack,-0.1111,-0.1589,-0.0972,-0.1519,0.7708,0.8819,エトナさん / 乗っとるダム制度君 / 漆黒及び純白のポワン / 月見だよ！叡智州利偉 / ハトラちゃん,製鉄所★澤先輩 / カルボ姉（ねえ） / 漆黒及び純白のポワン / ちび丸のハロウィン / 巨大カンテツ,大抵カールのせい / 乗っとるダム制度君 / 漆黒及び純白のポワン / 月見だよ！叡智州利偉 / ハトラちゃん,complete
1,309,309,em-96f9283052eb,ロロちゃんさん先輩,22,2254,2737,5,revive,-0.1944,-0.2584,-0.0903,-0.1527,0.6875,0.8819,ロロちゃんさん先輩 / カルボ姉（ねえ） / パプアさん / 漆黒及び純白のポワン / おこしんMK-2,製鉄所★澤先輩 / カルボ姉（ねえ） / 漆黒及び純白のポワン / ちび丸のハロウィン / 巨大カンテツ,いろはの曙ちゃん / カルボ姉（ねえ） / パプアさん / 漆黒及び純白のポワン / おこしんMK-2,complete
1,310,310,em-9dc006cdc69c,解決猫キャット,5,200,900,1,heal,-0.1181,-0.1754,-0.1111,-0.1535,0.7639,0.8819,解決猫キャット / カルボ姉（ねえ） / 牛タソ☆行進曲 / グラン・プラスの魔女 / いーびルン,製鉄所★澤先輩 / カルボ姉（ねえ） / 漆黒及び純白のポワン / ちび丸のハロウィン / 巨大カンテツ,ウルルさんは役者やで / カルボ姉（ねえ） / 牛タソ☆行進曲 / グラン・プラスの魔女 / いーびルン,complete
1,311,311,em-e0dcffe4d5d0,大魔神！せいタン降臨,44,2044,6305,4,attack_buff,-0.2778,-0.3422,-0.0833,-0.1538,0.6042,0.8819,大魔神！せいタン降臨 / カルボ姉（ねえ） / あっぴーの外出 / 夜魔・マヤー / おこしんMK-2,製鉄所★澤先輩 / カルボ姉（ねえ） / 漆黒及び純白のポワン / ちび丸のハロウィン / 巨大カンテツ,強飯式太子君 / カルボ姉（ねえ） / あっぴーの外出 / 夜魔・マヤー / おこしんMK-2,complete
1,312,312,em-5d696ecc61dd,カミキリ,75,5845,6134,1,attack_buff,-0.2847,-0.3539,-0.0903,-0.154,0.5972,0.8819,カミキリ / ペーチパイセン / かずらさん / くーちゃん / 唸る！叡智通,製鉄所★澤先輩 / カルボ姉（ねえ） / 漆黒及び純白のポワン / ちび丸のハロウィン / 巨大カンテツ,三貴子アマテラス / ペーチパイセン / かずらさん / くーちゃん / 唸る！叡智通,complete
1,313,313,em-bf60c5d7bbe5,ワイン塗れのぐっすん,39,2453,5555,1,attack_buff,-0.2986,-0.3615,-0.0903,-0.154,0.5833,0.8819,ワイン塗れのぐっすん / カルボ姉（ねえ） / 七夕星人☆たたるんるん / 夜魔・マヤー / おこしんMK-2,製鉄所★澤先輩 / カルボ姉（ねえ） / 漆黒及び純白のポワン / ちび丸のハロウィン / 巨大カンテツ,日本一の桃たろす / カルボ姉（ねえ） / 七夕星人☆たたるんるん / 夜魔・マヤー / おこしんMK-2,complete
1,314,314,em-712bee050113,ターヌムンゴネキ,35,4089,4089,2,attack_buff,-0.2569,-0.319,-0.0972,-0.1547,0.625,0.8819,ターヌムンゴネキ / ペーチパイセン / トマティーナ少佐 / 巳ーちゃん / 巨大カンテツ,製鉄所★澤先輩 / カルボ姉（ねえ） / 漆黒及び純白のポワン / ちび丸のハロウィン / 巨大カンテツ,フェニックス師匠 / ペーチパイセン / トマティーナ少佐 / 巳ーちゃん / 巨大カンテツ,complete
1,315,315,em-04bcad8262b9,現実リオンさん,12,700,1300,4,delay,-0.1181,-0.1767,-0.1111,-0.1554,0.7639,0.8819,現実リオンさん / カルボ姉（ねえ） / 牛タソ☆行進曲 / グラン・プラスの魔女 / いーびルン,製鉄所★澤先輩 / カルボ姉（ねえ） / 漆黒及び純白のポワン / ちび丸のハロウィン / 巨大カンテツ,ウルルさんは役者やで / カルボ姉（ねえ） / 牛タソ☆行進曲 / グラン・プラスの魔女 / いーびルン,partial-skill-support
1,316,317,em-900d96f0b1d7,修験くまのたん,12,400,1200,3,attack_buff,-0.1181,-0.1781,-0.1111,-0.1554,0.7639,0.8819,修験くまのたん / カルボ姉（ねえ） / 牛タソ☆行進曲 / グラン・プラスの魔女 / いーびルン,製鉄所★澤先輩 / カルボ姉（ねえ） / 漆黒及び純白のポワン / ちび丸のハロウィン / 巨大カンテツ,ウルルさんは役者やで / カルボ姉（ねえ） / 牛タソ☆行進曲 / グラン・プラスの魔女 / いーびルン,complete
1,317,318,em-bf54cef3c3e9,タツノコくん,12,1058,1362,5,damage_reduction,-0.1181,-0.1739,-0.1111,-0.1554,0.7639,0.8819,タツノコくん / カルボ姉（ねえ） / 牛タソ☆行進曲 / グラン・プラスの魔女 / いーびルン,製鉄所★澤先輩 / カルボ姉（ねえ） / 漆黒及び純白のポワン / ちび丸のハロウィン / 巨大カンテツ,ウルルさんは役者やで / カルボ姉（ねえ） / 牛タソ☆行進曲 / グラン・プラスの魔女 / いーびルン,complete
1,318,316,em-1ec49f290f1e,ʌっぴーちゃん,8,1762,634,2,heal,-0.125,-0.1854,-0.1111,-0.1554,0.7569,0.8819,ʌっぴーちゃん / カルボ姉（ねえ） / 偉人さんトーマスん / グラン・プラスの魔女 / いーびルン,製鉄所★澤先輩 / カルボ姉（ねえ） / 漆黒及び純白のポワン / ちび丸のハロウィン / 巨大カンテツ,コロちゃん / カルボ姉（ねえ） / 偉人さんトーマスん / グラン・プラスの魔女 / いーびルン,complete
1,319,320,em-294f61da0084,Ｃ・Ｃ☆電車姫,22,3741,1973,4,attack_buff,-0.1111,-0.1651,-0.0972,-0.1561,0.7708,0.8819,Ｃ・Ｃ☆電車姫 / カルボ姉（ねえ） / 漆黒及び純白のポワン / シミ / 巨大カンテツ,製鉄所★澤先輩 / カルボ姉（ねえ） / 漆黒及び純白のポワン / ちび丸のハロウィン / 巨大カンテツ,製鉄所★澤先輩 / カルボ姉（ねえ） / 漆黒及び純白のポワン / シミ / 巨大カンテツ,complete
1,320,319,em-8680261975a6,キタマクラさん,10,3166,558,1,heal,-0.1111,-0.1666,-0.0972,-0.1561,0.7708,0.8819,キタマクラさん / カルボ姉（ねえ） / 称えよ☆メジェド様！ / パプアさん / 巨大カンテツ,製鉄所★澤先輩 / カルボ姉（ねえ） / 漆黒及び純白のポワン / ちび丸のハロウィン / 巨大カンテツ,トマティーナ少佐 / カルボ姉（ねえ） / 称えよ☆メジェド様！ / パプアさん / 巨大カンテツ,complete
