枠,実戦採用順位,単体貢献順位,キャラID,名前,コスト,HP,Power,スキルターン,スキル種類,機会勝率差,安定補正後差,同一4枠差し替え勝率差,差し替え安定補正後差,候補勝率,代替勝率,候補デッキ,代替デッキ,同一4枠差し替えデッキ,評価状態
1,729,729,em-769713d8548b,ザ・NPfLやすなり,20,1800,1800,0,attribute_change,-0.3264,-0.3971,-0.0903,-0.1487,0.5694,0.8958,ザ・NPfLやすなり / えかちぇたん / ハワイる水島神人 / ɚすぃとあろま？ / タイプ：テン,星の白金ぴよ子 / 元キャプテン・hɔーク / ????? / 琵琶子ｲﾘｭｰｼﾞｮﾝ！ / ロータス先輩,鮫っ子！フカオちゃん / えかちぇたん / ハワイる水島神人 / ɚすぃとあろま？ / タイプ：テン,complete
1,730,730,em-2f152df51cdc,エトナさん,50,5673,1704,1,aoe_attack,-0.3264,-0.3971,-0.1042,-0.1746,0.5694,0.8958,エトナさん / 欣喜ぴよ子 / 呼んでますトムさん / ɚすぃとあろま？ / アグスティンさん,星の白金ぴよ子 / 元キャプテン・hɔーク / ????? / 琵琶子ｲﾘｭｰｼﾞｮﾝ！ / ロータス先輩,あっついさん / 欣喜ぴよ子 / 呼んでますトムさん / ɚすぃとあろま？ / アグスティンさん,complete
1,731,731,em-c6337efaceae,ｴﾚｶﾞﾝﾄ☆トラボル子,47,4260,4771,5,aoe_attack,-0.3264,-0.3971,-0.1181,-0.1868,0.5694,0.8958,ｴﾚｶﾞﾝﾄ☆トラボル子 / ブルジョワジー下仁田 / ディープワン・ゴロウ / ɚすぃとあろま？ / アグスティンさん,星の白金ぴよ子 / 元キャプテン・hɔーク / ????? / 琵琶子ｲﾘｭｰｼﾞｮﾝ！ / ロータス先輩,ユスリカ / ブルジョワジー下仁田 / ディープワン・ゴロウ / ɚすぃとあろま？ / アグスティンさん,complete
1,732,732,em-9a1b8b33af97,バレチョコすわ子,46,3646,1874,0,multi_hit_attack,-0.3264,-0.4025,-0.1181,-0.1767,0.5694,0.8958,バレチョコすわ子 / ブルジョワジー下仁田 / ディープワン・ゴロウ / ɚすぃとあろま？ / アグスティンさん,星の白金ぴよ子 / 元キャプテン・hɔーク / ????? / 琵琶子ｲﾘｭｰｼﾞｮﾝ！ / ロータス先輩,ユスリカ / ブルジョワジー下仁田 / ディープワン・ゴロウ / ɚすぃとあろま？ / アグスティンさん,complete
1,733,733,em-b2125332555b,呵々Doの閑雅・ルー,85,9883,4771,5,guard,-0.3333,-0.4038,0.1042,0.0569,0.5625,0.8958,呵々Doの閑雅・ルー / ゴロウ / 王国民ゴロウ / あろまちゃん / ズースくん,星の白金ぴよ子 / 元キャプテン・hɔーク / ????? / 琵琶子ｲﾘｭｰｼﾞｮﾝ！ / ロータス先輩,あっついさん / ゴロウ / 王国民ゴロウ / あろまちゃん / ズースくん,complete
1,734,734,em-ceb860c3dbdd,美姫お市,60,5964,2556,0,attack_buff,-0.3333,-0.4061,-0.0208,-0.0655,0.5625,0.8958,美姫お市 / 欣喜ぴよ子 / ディープワン・ゴロウ / ɚすぃとあろま？ / 萌やし博士,星の白金ぴよ子 / 元キャプテン・hɔーク / ????? / 琵琶子ｲﾘｭｰｼﾞｮﾝ！ / ロータス先輩,勝斧・冠 / 欣喜ぴよ子 / ディープワン・ゴロウ / ɚすぃとあろま？ / 萌やし博士,complete
1,735,735,em-e7480334e10e,脱力系アテナ,33,4186,1610,0,attack_buff,-0.3333,-0.4082,-0.0347,-0.0945,0.5625,0.8958,脱力系アテナ / ブルジョワジー下仁田 / 呼んでますトムさん / ɚすぃとあろま？ / タイプ：テン,星の白金ぴよ子 / 元キャプテン・hɔーク / ????? / 琵琶子ｲﾘｭｰｼﾞｮﾝ！ / ロータス先輩,ブルーフェイス姐さん / ブルジョワジー下仁田 / 呼んでますトムさん / ɚすぃとあろま？ / タイプ：テン,complete
1,736,737,em-f9383e2e4919,ユハンヌスのサウナー,42,5231,3067,3,damage_reduction,-0.3333,-0.4049,-0.0556,-0.1071,0.5625,0.8958,ユハンヌスのサウナー / えかちぇたん / ディープワン・ゴロウ / ɚすぃとあろま？ / アグスティンさん,星の白金ぴよ子 / 元キャプテン・hɔーク / ????? / 琵琶子ｲﾘｭｰｼﾞｮﾝ！ / ロータス先輩,金野デメ子さん / えかちぇたん / ディープワン・ゴロウ / ɚすぃとあろま？ / アグスティンさん,complete
1,737,738,em-42016d3a2172,織田フィナーレ,42,2556,5964,5,multi_hit_attack,-0.3333,-0.4049,-0.0556,-0.1115,0.5625,0.8958,織田フィナーレ / えかちぇたん / ディープワン・ゴロウ / ɚすぃとあろま？ / アグスティンさん,星の白金ぴよ子 / 元キャプテン・hɔーク / ????? / 琵琶子ｲﾘｭｰｼﾞｮﾝ！ / ロータス先輩,金野デメ子さん / えかちぇたん / ディープワン・ゴロウ / ɚすぃとあろま？ / アグスティンさん,complete
1,738,736,em-4f7f91fb4514,うどんの天使,42,3067,3748,1,attack_buff,-0.3333,-0.4027,-0.0556,-0.1071,0.5625,0.8958,うどんの天使 / えかちぇたん / ディープワン・ゴロウ / ɚすぃとあろま？ / アグスティンさん,星の白金ぴよ子 / 元キャプテン・hɔーク / ????? / 琵琶子ｲﾘｭｰｼﾞｮﾝ！ / ロータス先輩,金野デメ子さん / えかちぇたん / ディープワン・ゴロウ / ɚすぃとあろま？ / アグスティンさん,complete
1,739,740,em-42e9353377ee,吉野スライム♂,40,5078,2078,3,skill_reduction,-0.3333,-0.4093,-0.0625,-0.119,0.5625,0.8958,吉野スライム♂ / ブルジョワジー下仁田 / ディープワン・ゴロウ / ɚすぃとあろま？ / タイプ：テン,星の白金ぴよ子 / 元キャプテン・hɔーク / ????? / 琵琶子ｲﾘｭｰｼﾞｮﾝ！ / ロータス先輩,「ぼ」じゃなくてゔぉたん / ブルジョワジー下仁田 / ディープワン・ゴロウ / ɚすぃとあろま？ / タイプ：テン,partial-skill-support
1,740,741,em-80894fcaa10c,とんこつ神！博多美子,40,4089,5350,3,attack_buff,-0.3333,-0.4134,-0.0625,-0.1231,0.5625,0.8958,とんこつ神！博多美子 / ブルジョワジー下仁田 / ディープワン・ゴロウ / ɚすぃとあろま？ / タイプ：テン,星の白金ぴよ子 / 元キャプテン・hɔーク / ????? / 琵琶子ｲﾘｭｰｼﾞｮﾝ！ / ロータス先輩,「ぼ」じゃなくてゔぉたん / ブルジョワジー下仁田 / ディープワン・ゴロウ / ɚすぃとあろま？ / タイプ：テン,complete
1,741,742,em-f70fc38ed477,栗栖　益子さん,40,4175,4106,4,multi_hit_attack,-0.3333,-0.4134,-0.0625,-0.1231,0.5625,0.8958,栗栖　益子さん / ブルジョワジー下仁田 / ディープワン・ゴロウ / ɚすぃとあろま？ / タイプ：テン,星の白金ぴよ子 / 元キャプテン・hɔーク / ????? / 琵琶子ｲﾘｭｰｼﾞｮﾝ！ / ロータス先輩,「ぼ」じゃなくてゔぉたん / ブルジョワジー下仁田 / ディープワン・ゴロウ / ɚすぃとあろま？ / タイプ：テン,complete
1,742,739,em-65cc0d6a4bcc,TAGIの映画祭,31,3748,2726,5,multi_hit_attack,-0.3333,-0.4049,-0.0625,-0.1161,0.5625,0.8958,TAGIの映画祭 / えかちぇたん / ハワイる水島神人 / ɚすぃとあろま？ / アグスティンさん,星の白金ぴよ子 / 元キャプテン・hɔーク / ????? / 琵琶子ｲﾘｭｰｼﾞｮﾝ！ / ロータス先輩,比保々田 真純 / えかちぇたん / ハワイる水島神人 / ɚすぃとあろま？ / アグスティンさん,complete
1,743,743,em-a6fe320c7afa,戸隠忍者はハント中,31,937,5027,1,attack_buff,-0.3333,-0.4027,-0.0764,-0.1249,0.5625,0.8958,戸隠忍者はハント中 / えかちぇたん / ディープワン・ゴロウ / 呼んでますトムさん / タイプ：テン,星の白金ぴよ子 / 元キャプテン・hɔーク / ????? / 琵琶子ｲﾘｭｰｼﾞｮﾝ！ / ロータス先輩,キングな勝斧さん / えかちぇたん / ディープワン・ゴロウ / 呼んでますトムさん / タイプ：テン,complete
1,744,745,em-251adb8af3dc,にくぁう餃子権現,30,1365,3638,4,attack_buff,-0.3333,-0.4049,-0.0764,-0.1296,0.5625,0.8958,にくぁう餃子権現 / えかちぇたん / ディープワン・ゴロウ / 呼んでますトムさん / タイプ：テン,星の白金ぴよ子 / 元キャプテン・hɔーク / ????? / 琵琶子ｲﾘｭｰｼﾞｮﾝ！ / ロータス先輩,キングな勝斧さん / えかちぇたん / ディープワン・ゴロウ / 呼んでますトムさん / タイプ：テン,complete
1,745,746,em-760bb0daf1c9,ゲキ悪オヤジ(神),53,5112,5112,6,delay,-0.3333,-0.4049,-0.0764,-0.1442,0.5625,0.8958,ゲキ悪オヤジ(神) / 舞楽！いつくしーみん / ディープワン・ゴロウ / ɚすぃとあろま？ / アグスティンさん,星の白金ぴよ子 / 元キャプテン・hɔーク / ????? / 琵琶子ｲﾘｭｰｼﾞｮﾝ！ / ロータス先輩,ユスリカ / 舞楽！いつくしーみん / ディープワン・ゴロウ / ɚすぃとあろま？ / アグスティンさん,partial-skill-support
1,746,747,em-dec390a52ee6,英国ストヘン技師,70,8861,4260,2,damage_reduction,-0.3333,-0.4049,-0.0764,-0.1281,0.5625,0.8958,英国ストヘン技師 / 梨豚ぴぐぺん / ディープワン・ゴロウ / ɚすぃとあろま？ / びわ子たん,星の白金ぴよ子 / 元キャプテン・hɔーク / ????? / 琵琶子ｲﾘｭｰｼﾞｮﾝ！ / ロータス先輩,オルカアタッカー虎子 / 梨豚ぴぐぺん / ディープワン・ゴロウ / ɚすぃとあろま？ / びわ子たん,complete
1,747,744,em-ffdcaffc4a41,雑煮入り☆うるっしー,36,3443,3443,4,guard,-0.3333,-0.4027,-0.0764,-0.1214,0.5625,0.8958,雑煮入り☆うるっしー / ブルジョワジー下仁田 / ハワイる水島神人 / ɚすぃとあろま？ / アグスティンさん,星の白金ぴよ子 / 元キャプテン・hɔーク / ????? / 琵琶子ｲﾘｭｰｼﾞｮﾝ！ / ロータス先輩,GSPS！秀郷先生 / ブルジョワジー下仁田 / ハワイる水島神人 / ɚすぃとあろま？ / アグスティンさん,complete
1,748,748,em-90c9b7a939a7,九十九里流,37,2982,5112,4,attack_buff,-0.3333,-0.4049,-0.0764,-0.1214,0.5625,0.8958,九十九里流 / ブルジョワジー下仁田 / ハワイる水島神人 / ɚすぃとあろま？ / アグスティンさん,星の白金ぴよ子 / 元キャプテン・hɔーク / ????? / 琵琶子ｲﾘｭｰｼﾞｮﾝ！ / ロータス先輩,GSPS！秀郷先生 / ブルジョワジー下仁田 / ハワイる水島神人 / ɚすぃとあろま？ / アグスティンさん,complete
1,749,749,em-f2a813466bbe,The★Youなリバ子,50,5770,3113,0,heal,-0.3333,-0.4071,-0.1111,-0.1605,0.5625,0.8958,The★Youなリバ子 / 欣喜ぴよ子 / 呼んでますトムさん / ɚすぃとあろま？ / アグスティンさん,星の白金ぴよ子 / 元キャプテン・hɔーク / ????? / 琵琶子ｲﾘｭｰｼﾞｮﾝ！ / ロータス先輩,あっついさん / 欣喜ぴよ子 / 呼んでますトムさん / ɚすぃとあろま？ / アグスティンさん,complete
1,750,750,em-95e1d74be5b6,Ｈ・Ｆ・ウーマン,47,6305,3748,2,guard,-0.3333,-0.4038,-0.125,-0.1783,0.5625,0.8958,Ｈ・Ｆ・ウーマン / ブルジョワジー下仁田 / ディープワン・ゴロウ / ɚすぃとあろま？ / アグスティンさん,星の白金ぴよ子 / 元キャプテン・hɔーク / ????? / 琵琶子ｲﾘｭｰｼﾞｮﾝ！ / ロータス先輩,ユスリカ / ブルジョワジー下仁田 / ディープワン・ゴロウ / ɚすぃとあろま？ / アグスティンさん,complete
1,751,751,em-78785b8bf619,企業だ浅ちゃん！,42,1192,7327,4,attack_buff,-0.3403,-0.4117,-0.0625,-0.119,0.5556,0.8958,企業だ浅ちゃん！ / えかちぇたん / ディープワン・ゴロウ / ɚすぃとあろま？ / アグスティンさん,星の白金ぴよ子 / 元キャプテン・hɔーク / ????? / 琵琶子ｲﾘｭｰｼﾞｮﾝ！ / ロータス先輩,金野デメ子さん / えかちぇたん / ディープワン・ゴロウ / ɚすぃとあろま？ / アグスティンさん,complete
1,752,754,em-ba817035b6a5,ハクさんの本気,38,4601,4089,5,attack_buff,-0.3403,-0.416,-0.0694,-0.1279,0.5556,0.8958,ハクさんの本気 / ブルジョワジー下仁田 / ディープワン・ゴロウ / ɚすぃとあろま？ / タイプ：テン,星の白金ぴよ子 / 元キャプテン・hɔーク / ????? / 琵琶子ｲﾘｭｰｼﾞｮﾝ！ / ロータス先輩,「ぼ」じゃなくてゔぉたん / ブルジョワジー下仁田 / ディープワン・ゴロウ / ɚすぃとあろま？ / タイプ：テン,complete
1,753,752,em-9bad632dc3a9,秋田世界発見伝,24,3838,845,4,guard,-0.3403,-0.4082,-0.0694,-0.119,0.5556,0.8958,秋田世界発見伝 / えかちぇたん / ほぼネ甲ネイ・テウケ / ɚすぃとあろま？ / アグスティンさん,星の白金ぴよ子 / 元キャプテン・hɔーク / ????? / 琵琶子ｲﾘｭｰｼﾞｮﾝ！ / ロータス先輩,なまずのおじさん / えかちぇたん / ほぼネ甲ネイ・テウケ / ɚすぃとあろま？ / アグスティンさん,complete
1,754,753,em-bd98030ead3e,首領子襲来!!,33,5680,3786,4,heal,-0.3403,-0.4139,-0.0694,-0.1306,0.5556,0.8958,首領子襲来!! / えかちぇたん / 呼んでますトムさん / ɚすぃとあろま？ / アグスティンさん,星の白金ぴよ子 / 元キャプテン・hɔーク / ????? / 琵琶子ｲﾘｭｰｼﾞｮﾝ！ / ロータス先輩,レーティッシュ凛子 / えかちぇたん / 呼んでますトムさん / ɚすぃとあろま？ / アグスティンさん,complete
1,755,755,em-e6110f879f18,ユーコ隊,24,3408,2044,4,revive,-0.3403,-0.4128,-0.0972,-0.1547,0.5556,0.8958,ユーコ隊 / ブルジョワジー下仁田 / ハワイる水島神人 / 呼んでますトムさん / タイプ：テン,星の白金ぴよ子 / 元キャプテン・hɔーク / ????? / 琵琶子ｲﾘｭｰｼﾞｮﾝ！ / ロータス先輩,日本海女中 / ブルジョワジー下仁田 / ハワイる水島神人 / 呼んでますトムさん / タイプ：テン,complete
1,756,756,em-4819d53ddb48,ブハラ師匠,39,5708,3237,3,heal,-0.3403,-0.4106,-0.1111,-0.1747,0.5556,0.8958,ブハラ師匠 / ブルジョワジー下仁田 / 呼んでますトムさん / ɚすぃとあろま？ / アグスティンさん,星の白金ぴよ子 / 元キャプテン・hɔーク / ????? / 琵琶子ｲﾘｭｰｼﾞｮﾝ！ / ロータス先輩,あっついさん / ブルジョワジー下仁田 / 呼んでますトムさん / ɚすぃとあろま？ / アグスティンさん,complete
1,757,757,em-6c9a66a7da8c,抹殺音ズース,40,5623,3408,6,heal,-0.3403,-0.4117,-0.1111,-0.1841,0.5556,0.8958,抹殺音ズース / ブルジョワジー下仁田 / 呼んでますトムさん / ɚすぃとあろま？ / アグスティンさん,星の白金ぴよ子 / 元キャプテン・hɔーク / ????? / 琵琶子ｲﾘｭｰｼﾞｮﾝ！ / ロータス先輩,あっついさん / ブルジョワジー下仁田 / 呼んでますトムさん / ɚすぃとあろま？ / アグスティンさん,complete
1,758,760,em-7e5ff582788f,INする★パンドラ,28,3059,1932,6,attribute_guard,-0.3403,-0.416,-0.1181,-0.1767,0.5556,0.8958,INする★パンドラ / ブルジョワジー下仁田 / ハワイる水島神人 / ɚすぃとあろま？ / タイプ：テン,星の白金ぴよ子 / 元キャプテン・hɔーク / ????? / 琵琶子ｲﾘｭｰｼﾞｮﾝ！ / ロータス先輩,ɚすぃとLulu？ / ブルジョワジー下仁田 / ハワイる水島神人 / ɚすぃとあろま？ / タイプ：テン,complete
1,759,758,em-67086191a83f,マダラなシオマネキ君,27,5490,1059,2,attribute_guard,-0.3403,-0.4117,-0.1181,-0.1767,0.5556,0.8958,マダラなシオマネキ君 / ブルジョワジー下仁田 / ハワイる水島神人 / ɚすぃとあろま？ / タイプ：テン,星の白金ぴよ子 / 元キャプテン・hɔーク / ????? / 琵琶子ｲﾘｭｰｼﾞｮﾝ！ / ロータス先輩,ɚすぃとLulu？ / ブルジョワジー下仁田 / ハワイる水島神人 / ɚすぃとあろま？ / タイプ：テン,complete
1,760,759,em-490ce6c4d005,ア、ショーカ大王,45,3067,4601,3,multi_hit_attack,-0.3403,-0.4128,-0.1181,-0.1767,0.5556,0.8958,ア、ショーカ大王 / 舞楽！いつくしーみん / ディープワン・ゴロウ / ɚすぃとあろま？ / タイプ：テン,星の白金ぴよ子 / 元キャプテン・hɔーク / ????? / 琵琶子ｲﾘｭｰｼﾞｮﾝ！ / ロータス先輩,ユスリカ / 舞楽！いつくしーみん / ディープワン・ゴロウ / ɚすぃとあろま？ / タイプ：テン,complete
1,761,761,em-42b503c8643c,姉上と青コリくん,48,3322,3322,0,damage_reduction,-0.3403,-0.4171,-0.1319,-0.1965,0.5556,0.8958,姉上と青コリくん / ブルジョワジー下仁田 / ディープワン・ゴロウ / ɚすぃとあろま？ / アグスティンさん,星の白金ぴよ子 / 元キャプテン・hɔーク / ????? / 琵琶子ｲﾘｭｰｼﾞｮﾝ！ / ロータス先輩,ユスリカ / ブルジョワジー下仁田 / ディープワン・ゴロウ / ɚすぃとあろま？ / アグスティンさん,complete
1,762,762,em-98054d952da8,ニート達の日常。,21,2968,296,3,delay,-0.3403,-0.4082,-0.2292,-0.2996,0.5556,0.8958,ニート達の日常。 / 二条城☆浴衣モード / ハワイる水島神人 / ɚすぃとLulu？ / アグスティンさん,星の白金ぴよ子 / 元キャプテン・hɔーク / ????? / 琵琶子ｲﾘｭｰｼﾞｮﾝ！ / ロータス先輩,ジョン・鮭児 / 二条城☆浴衣モード / ハワイる水島神人 / ɚすぃとLulu？ / アグスティンさん,partial-skill-support
1,763,763,em-d7873747b412,藤のフヒッティ,75,10735,3578,1,damage_reduction,-0.3472,-0.4206,0.0625,0.0032,0.5486,0.8958,藤のフヒッティ / 欣喜ぴよ子 / ディープワン・ゴロウ / ズースくん / びわ子たん,星の白金ぴよ子 / 元キャプテン・hɔーク / ????? / 琵琶子ｲﾘｭｰｼﾞｮﾝ！ / ロータス先輩,あっついさん / 欣喜ぴよ子 / ディープワン・ゴロウ / ズースくん / びわ子たん,complete
1,764,765,em-83b1d87342f9,コン美なん吉先生,20,882,3381,4,revive,-0.3472,-0.4217,-0.0694,-0.1206,0.5486,0.8958,コン美なん吉先生 / えかちぇたん / 呼んでますトムさん / ɚすぃとあろま？ / タイプ：テン,星の白金ぴよ子 / 元キャプテン・hɔーク / ????? / 琵琶子ｲﾘｭｰｼﾞｮﾝ！ / ロータス先輩,鮫っ子！フカオちゃん / えかちぇたん / 呼んでますトムさん / ɚすぃとあろま？ / タイプ：テン,complete
1,765,764,em-49b522eac464,ジェヴォたんは狼？,43,3006,6022,4,multi_hit_attack,-0.3472,-0.4184,-0.0694,-0.1356,0.5486,0.8958,ジェヴォたんは狼？ / えかちぇたん / ディープワン・ゴロウ / ɚすぃとあろま？ / アグスティンさん,星の白金ぴよ子 / 元キャプテン・hɔーク / ????? / 琵琶子ｲﾘｭｰｼﾞｮﾝ！ / ロータス先輩,金野デメ子さん / えかちぇたん / ディープワン・ゴロウ / ɚすぃとあろま？ / アグスティンさん,complete
1,766,766,em-d111f497df0f,湘南大水曜日ボーイ,40,2044,5623,4,attack_buff,-0.3472,-0.4217,-0.0764,-0.1418,0.5486,0.8958,湘南大水曜日ボーイ / ブルジョワジー下仁田 / ディープワン・ゴロウ / ɚすぃとあろま？ / タイプ：テン,星の白金ぴよ子 / 元キャプテン・hɔーク / ????? / 琵琶子ｲﾘｭｰｼﾞｮﾝ！ / ロータス先輩,「ぼ」じゃなくてゔぉたん / ブルジョワジー下仁田 / ディープワン・ゴロウ / ɚすぃとあろま？ / タイプ：テン,complete
1,767,767,em-7747ea5c5a73,諏訪子成長期,38,3067,5623,3,multi_hit_attack,-0.3472,-0.4249,-0.0764,-0.1366,0.5486,0.8958,諏訪子成長期 / ブルジョワジー下仁田 / ディープワン・ゴロウ / ɚすぃとあろま？ / タイプ：テン,星の白金ぴよ子 / 元キャプテン・hɔーク / ????? / 琵琶子ｲﾘｭｰｼﾞｮﾝ！ / ロータス先輩,「ぼ」じゃなくてゔぉたん / ブルジョワジー下仁田 / ディープワン・ゴロウ / ɚすぃとあろま？ / タイプ：テン,complete
1,768,768,em-fd111e204918,アルビールパイセン,19,467,2608,3,delay,-0.3472,-0.4161,-0.0833,-0.1324,0.5486,0.8958,アルビールパイセン / ブルジョワジー下仁田 / ほぼネ甲ネイ・テウケ / 呼んでますトムさん / タイプ：テン,星の白金ぴよ子 / 元キャプテン・hɔーク / ????? / 琵琶子ｲﾘｭｰｼﾞｮﾝ！ / ロータス先輩,日本海女中 / ブルジョワジー下仁田 / ほぼネ甲ネイ・テウケ / 呼んでますトムさん / タイプ：テン,partial-skill-support
1,769,769,em-93a9275d427c,肉食ドゥブロさん,32,5106,3404,3,attack_buff,-0.3472,-0.4206,-0.0833,-0.1503,0.5486,0.8958,肉食ドゥブロさん / 叶う！クルス様 / ディープワン・ゴロウ / ɚすぃとあろま？ / アグスティンさん,星の白金ぴよ子 / 元キャプテン・hɔーク / ????? / 琵琶子ｲﾘｭｰｼﾞｮﾝ！ / ロータス先輩,ヴァレサバ☆関くん / 叶う！クルス様 / ディープワン・ゴロウ / ɚすぃとあろま？ / アグスティンさん,complete
1,770,771,em-ea05427d05f5,ナポレオーヌくん,32,3121,2603,1,attack_buff,-0.3472,-0.4173,-0.0903,-0.1414,0.5486,0.8958,ナポレオーヌくん / えかちぇたん / ディープワン・ゴロウ / 呼んでますトムさん / タイプ：テン,星の白金ぴよ子 / 元キャプテン・hɔーク / ????? / 琵琶子ｲﾘｭｰｼﾞｮﾝ！ / ロータス先輩,キングな勝斧さん / えかちぇたん / ディープワン・ゴロウ / 呼んでますトムさん / タイプ：テン,complete
1,771,772,em-0183a7a13db2,かーたん・べーり,32,4089,4089,5,attribute_guard,-0.3472,-0.4184,-0.0903,-0.1474,0.5486,0.8958,かーたん・べーり / えかちぇたん / ディープワン・ゴロウ / 呼んでますトムさん / タイプ：テン,星の白金ぴよ子 / 元キャプテン・hɔーク / ????? / 琵琶子ｲﾘｭｰｼﾞｮﾝ！ / ロータス先輩,キングな勝斧さん / えかちぇたん / ディープワン・ゴロウ / 呼んでますトムさん / タイプ：テン,complete
1,772,770,em-7c8471edf1df,ハロハロ☆ナモミさま,36,2556,4260,2,attack_buff,-0.3472,-0.4138,-0.0903,-0.1347,0.5486,0.8958,ハロハロ☆ナモミさま / ブルジョワジー下仁田 / ハワイる水島神人 / ɚすぃとあろま？ / アグスティンさん,星の白金ぴよ子 / 元キャプテン・hɔーク / ????? / 琵琶子ｲﾘｭｰｼﾞｮﾝ！ / ロータス先輩,GSPS！秀郷先生 / ブルジョワジー下仁田 / ハワイる水島神人 / ɚすぃとあろま？ / アグスティンさん,complete
1,773,773,em-c6a0a8b51afe,ライオットうお太,41,3152,4175,4,damage_reduction,-0.3472,-0.4161,-0.0972,-0.1422,0.5486,0.8958,ライオットうお太 / えかちぇたん / 欣喜ぴよ子 / ɚすぃとあろま？ / アグスティンさん,星の白金ぴよ子 / 元キャプテン・hɔーク / ????? / 琵琶子ｲﾘｭｰｼﾞｮﾝ！ / ロータス先輩,宗像スリーピース / えかちぇたん / 欣喜ぴよ子 / ɚすぃとあろま？ / アグスティンさん,complete
1,774,774,em-f3234f88661c,氷の大魔女カナリン,43,7497,1641,5,revive,-0.3472,-0.4195,-0.0972,-0.1673,0.5486,0.8958,氷の大魔女カナリン / 試作型おこしん / 呼んでますトムさん / ɚすぃとあろま？ / アグスティンさん,星の白金ぴよ子 / 元キャプテン・hɔーク / ????? / 琵琶子ｲﾘｭｰｼﾞｮﾝ！ / ロータス先輩,あっついさん / 試作型おこしん / 呼んでますトムさん / ɚすぃとあろま？ / アグスティンさん,complete
1,775,775,em-64fa899f397f,ダル飯☆杏,44,5896,3340,4,guard,-0.3472,-0.4228,-0.0972,-0.1601,0.5486,0.8958,ダル飯☆杏 / ラスコー原人 / ディープワン・ゴロウ / ɚすぃとあろま？ / アグスティンさん,星の白金ぴよ子 / 元キャプテン・hɔーク / ????? / 琵琶子ｲﾘｭｰｼﾞｮﾝ！ / ロータス先輩,ヴァレサバ☆関くん / ラスコー原人 / ディープワン・ゴロウ / ɚすぃとあろま？ / アグスティンさん,complete
1,776,776,em-8a1f54dc1206,讃えよ！ヒンヌー教徒,46,3393,4260,1,attribute_change,-0.3472,-0.4206,-0.1042,-0.1734,0.5486,0.8958,讃えよ！ヒンヌー教徒 / ブルジョワジー下仁田 / 欣喜ぴよ子 / ɚすぃとあろま？ / アグスティンさん,星の白金ぴよ子 / 元キャプテン・hɔーク / ????? / 琵琶子ｲﾘｭｰｼﾞｮﾝ！ / ロータス先輩,ユスリカ / ブルジョワジー下仁田 / 欣喜ぴよ子 / ɚすぃとあろま？ / アグスティンさん,complete
1,777,778,em-5b3eb6a3a507,なるリッシュ,20,1812,1510,2,attack_buff,-0.3472,-0.4195,-0.1111,-0.1651,0.5486,0.8958,なるリッシュ / えかちぇたん / ハワイる水島神人 / ɚすぃとあろま？ / タイプ：テン,星の白金ぴよ子 / 元キャプテン・hɔーク / ????? / 琵琶子ｲﾘｭｰｼﾞｮﾝ！ / ロータス先輩,鮫っ子！フカオちゃん / えかちぇたん / ハワイる水島神人 / ɚすぃとあろま？ / タイプ：テン,complete
1,778,777,em-bbda291d459c,漆黒及び純白のポワン,20,1704,2896,3,guard,-0.3472,-0.4173,-0.1111,-0.1666,0.5486,0.8958,漆黒及び純白のポワン / えかちぇたん / ハワイる水島神人 / 呼んでますトムさん / タイプ：テン,星の白金ぴよ子 / 元キャプテン・hɔーク / ????? / 琵琶子ｲﾘｭｰｼﾞｮﾝ！ / ロータス先輩,鮫っ子！フカオちゃん / えかちぇたん / ハワイる水島神人 / 呼んでますトムさん / タイプ：テン,complete
1,779,779,em-7aeb7561c788,ににぎのミコト,50,4941,3748,5,attack_buff,-0.3472,-0.4161,-0.125,-0.1996,0.5486,0.8958,ににぎのミコト / 欣喜ぴよ子 / 呼んでますトムさん / ɚすぃとあろま？ / アグスティンさん,星の白金ぴよ子 / 元キャプテン・hɔーク / ????? / 琵琶子ｲﾘｭｰｼﾞｮﾝ！ / ロータス先輩,あっついさん / 欣喜ぴよ子 / 呼んでますトムさん / ɚすぃとあろま？ / アグスティンさん,complete
1,780,780,em-95694ab0605a,超★メジェド様,44,2300,3432,2,guard,-0.3472,-0.4195,-0.125,-0.1854,0.5486,0.8958,超★メジェド様 / 舞楽！いつくしーみん / ディープワン・ゴロウ / ɚすぃとあろま？ / タイプ：テン,星の白金ぴよ子 / 元キャプテン・hɔーク / ????? / 琵琶子ｲﾘｭｰｼﾞｮﾝ！ / ロータス先輩,ユスリカ / 舞楽！いつくしーみん / ディープワン・ゴロウ / ɚすぃとあろま？ / タイプ：テン,complete
1,781,783,em-55828eea72b7,スーリヤ大先輩,48,5360,1951,2,aoe_attack,-0.3472,-0.4206,-0.1389,-0.2061,0.5486,0.8958,スーリヤ大先輩 / ブルジョワジー下仁田 / ディープワン・ゴロウ / ɚすぃとあろま？ / アグスティンさん,星の白金ぴよ子 / 元キャプテン・hɔーク / ????? / 琵琶子ｲﾘｭｰｼﾞｮﾝ！ / ロータス先輩,ユスリカ / ブルジョワジー下仁田 / ディープワン・ゴロウ / ɚすぃとあろま？ / アグスティンさん,complete
